ts_code,ann_date,nav_date,unit_nav,accum_nav,accum_div,net_asset,adj_nav,update_flag
511010.SH,20160818,20160817,112.836,1.141,,,114.1989,0
511010.SH,20160819,20160818,112.799,1.141,,,114.1615,0
511010.SH,20160820,20160819,112.688,1.14,,,114.0492,0
511010.SH,20160823,20160822,112.815,1.141,,,114.1777,0
511010.SH,20160824,20160823,112.698,1.14,,,114.0593,0
511010.SH,20160825,20160824,112.627,1.139,,,113.9874,0
511010.SH,20160826,20160825,112.695,1.14,,,114.0562,0
511010.SH,20160827,20160826,112.746,1.14,,,114.1079,0
511010.SH,20160830,20160829,112.668,1.139,,,114.0289,0
511010.SH,20160831,20160830,112.55,1.138,,,113.9095,0
511010.SH,20160901,20160831,112.583,1.139,,,113.9429,0
511010.SH,20160902,20160901,112.608,1.139,,,113.9682,0
511010.SH,20160903,20160902,112.647,1.139,,,114.0077,0
511010.SH,20160906,20160905,112.606,1.139,,,113.9662,0
511010.SH,20160907,20160906,112.667,1.139,,,114.0279,0
511010.SH,20160908,20160907,112.653,1.139,,,114.0137,0
511010.SH,20160909,20160908,112.701,1.14,,,114.0623,0
511010.SH,20160910,20160909,112.762,1.14,,,114.1241,0
511010.SH,20160913,20160912,112.685,1.14,,,114.0461,0
511010.SH,20160914,20160913,112.757,1.14,,,114.119,0
511010.SH,20160915,20160914,112.807,1.141,,,114.1696,0
511010.SH,20160920,20160919,112.846,1.141,,,114.2091,0
511010.SH,20160921,20160920,112.889,1.142,,,114.2526,0
511010.SH,20160922,20160921,112.863,1.141,,,114.2263,0
511010.SH,20160923,20160922,112.906,1.142,,,114.2698,0
511010.SH,20160924,20160923,112.953,1.142,,,114.3174,0
511010.SH,20160927,20160926,113.011,1.143,,,114.3761,0
511010.SH,20160928,20160927,112.993,1.143,,,114.3578,0
511010.SH,20160929,20160928,112.977,1.143,,,114.3416,0
511010.SH,20160930,20160929,112.988,1.143,,,114.3528,0
511010.SH,20161024,20160930,113.023,1.143,,763613079.85,114.3882,0
511010.SH,20161011,20161010,113.317,1.146,,,114.6858,0
511010.SH,20161012,20161011,113.32,1.146,,,114.6888,0
511010.SH,20161013,20161012,113.296,1.146,,,114.6645,0
511010.SH,20161014,20161013,113.282,1.146,,,114.6503,0
511010.SH,20161015,20161014,113.55,1.148,,,114.9216,0
511010.SH,20161018,20161017,113.583,1.149,,,114.955,0
511010.SH,20161019,20161018,113.605,1.149,,,114.9772,0
511010.SH,20161020,20161019,113.707,1.15,,,115.0805,0
511010.SH,20161021,20161020,113.822,1.151,,,115.1969,0
511010.SH,20161022,20161021,114.01,1.153,,,115.3871,0
511010.SH,20161025,20161024,113.998,1.153,,,115.375,0
511010.SH,20161026,20161025,114.013,1.153,,,115.3902,0
511010.SH,20161027,20161026,113.773,1.151,,,115.1473,0
511010.SH,20161028,20161027,113.781,1.151,,,115.1554,0
511010.SH,20161029,20161028,113.786,1.151,,,115.1604,0
511010.SH,20161101,20161031,113.779,1.151,,,115.1533,0
511010.SH,20161102,20161101,113.685,1.15,,,115.0582,0
511010.SH,20161103,20161102,113.731,1.15,,,115.1048,0
511010.SH,20161104,20161103,113.727,1.15,,,115.1007,0
511010.SH,20161105,20161104,113.686,1.15,,,115.0592,0
511010.SH,20161108,20161107,113.604,1.149,,,114.9762,0
511010.SH,20161109,20161108,113.538,1.148,,,114.9094,0
511010.SH,20161110,20161109,113.513,1.148,,,114.8841,0
511010.SH,20161111,20161110,113.495,1.148,,,114.8659,0
511010.SH,20161112,20161111,113.324,1.146,,,114.6928,0
511010.SH,20161115,20161114,113.094,1.144,,,114.4601,0
511010.SH,20161116,20161115,112.993,1.143,,,114.3578,0
511010.SH,20161117,20161116,112.914,1.142,,,114.2779,0
511010.SH,20161118,20161117,112.771,1.141,,,114.1332,0
511010.SH,20161119,20161118,112.765,1.14,,,114.1271,0
511010.SH,20161122,20161121,112.75,1.14,,,114.1119,0
511010.SH,20161123,20161122,112.76,1.14,,,114.122,0
511010.SH,20161124,20161123,112.777,1.141,,,114.1392,0
511010.SH,20161125,20161124,112.734,1.14,,,114.0957,0
511010.SH,20161126,20161125,112.689,1.14,,,114.0502,0
511010.SH,20161129,20161128,112.712,1.14,,,114.0734,0
511010.SH,20161130,20161129,112.457,1.137,,,113.8154,0
511010.SH,20161201,20161130,112.364,1.136,,,113.7212,0
511010.SH,20161202,20161201,112.122,1.134,,,113.4763,0
511010.SH,20161203,20161202,112.074,1.134,,,113.4277,0
511010.SH,20161206,20161205,112.037,1.133,,,113.3903,0
511010.SH,20161207,20161206,111.629,1.129,,,112.9774,0
511010.SH,20161208,20161207,111.69,1.13,,,113.0391,0
511010.SH,20161209,20161208,111.791,1.131,,,113.1413,0
511010.SH,20161210,20161209,111.881,1.132,,,113.2324,0
511010.SH,20161213,20161212,111.646,1.129,,,112.9946,0
511010.SH,20161214,20161213,111.552,1.128,,,112.8994,0
511010.SH,20161215,20161214,111.449,1.127,,,112.7952,0
511010.SH,20161216,20161215,110.871,1.122,,,112.2102,0
511010.SH,20161217,20161216,110.928,1.122,,,112.2679,0
511010.SH,20161220,20161219,110.588,1.119,,,111.9238,0
511010.SH,20161221,20161220,110.398,1.117,,,111.7315,0
511010.SH,20161222,20161221,110.612,1.119,,,111.9481,0
511010.SH,20161223,20161222,110.873,1.122,,,112.2122,0
511010.SH,20161224,20161223,111.177,1.125,,,112.5199,0
511010.SH,20161227,20161226,111.416,1.127,,,112.7618,0
511010.SH,20161228,20161227,111.418,1.127,,,112.7638,0
511010.SH,20161229,20161228,111.423,1.127,,,112.7689,0
511010.SH,20161230,20161229,111.733,1.13,,,113.0826,0
511010.SH,20161231,20161230,111.769,1.13,,,113.1191,0
511010.SH,20170101,20161231,111.757,1.13,,598603061.22,113.1069,0
511010.SH,20170104,20170103,111.635,1.129,,,112.9834,0
511010.SH,20170105,20170104,111.45,1.127,,,112.7962,0
511010.SH,20170106,20170105,111.472,1.128,,,112.8185,0
511010.SH,20170107,20170106,111.42,1.127,,,112.7658,0
511010.SH,20170110,20170109,111.487,1.128,,,112.8337,0
511010.SH,20170111,20170110,111.605,1.129,,,112.9531,0
511010.SH,20170112,20170111,111.44,1.127,,,112.7861,0
511010.SH,20170113,20170112,111.452,1.127,,,112.7982,0
511010.SH,20170114,20170113,111.516,1.128,,,112.863,0
511010.SH,20170117,20170116,111.501,1.128,,,112.8478,0
511010.SH,20170118,20170117,111.39,1.127,,,112.7355,0
511010.SH,20170119,20170118,111.482,1.128,,,112.8286,0
511010.SH,20170120,20170119,111.459,1.127,,,112.8053,0
511010.SH,20170121,20170120,111.524,1.128,,,112.8711,0
511010.SH,20170124,20170123,111.597,1.129,,,112.945,0
511010.SH,20170125,20170124,111.517,1.128,,,112.864,0
511010.SH,20170126,20170125,111.327,1.126,,,112.6717,0
511010.SH,20170127,20170126,111.31,1.126,,,112.6545,0
511010.SH,20170204,20170203,111.21,1.125,,,112.5533,0
511010.SH,20170207,20170206,111.103,1.124,,,112.445,0
511010.SH,20170208,20170207,111.036,1.123,,,112.3772,0
511010.SH,20170209,20170208,111.042,1.123,,,112.3833,0
511010.SH,20170210,20170209,111.187,1.125,,,112.53,0
511010.SH,20170211,20170210,111.228,1.125,,,112.5715,0
511010.SH,20170214,20170213,111.312,1.126,,,112.6565,0
511010.SH,20170215,20170214,111.275,1.126,,,112.6191,0
511010.SH,20170216,20170215,111.283,1.126,,,112.6272,0
511010.SH,20170217,20170216,111.293,1.126,,,112.6373,0
511010.SH,20170218,20170217,111.409,1.127,,,112.7547,0
511010.SH,20170221,20170220,111.553,1.128,,,112.9004,0
511010.SH,20170222,20170221,111.572,1.129,,,112.9197,0
511010.SH,20170223,20170222,111.551,1.128,,,112.8984,0
511010.SH,20170224,20170223,111.585,1.129,,,112.9328,0
511010.SH,20170225,20170224,111.538,1.128,,,112.8853,0
511010.SH,20170228,20170227,111.632,1.129,,,112.9804,0
511010.SH,20170301,20170228,111.606,1.129,,,112.9541,0
511010.SH,20170302,20170301,111.552,1.128,,,112.8994,0
511010.SH,20170303,20170302,111.5,1.128,,,112.8468,0
511010.SH,20170304,20170303,111.519,1.128,,,112.866,0
511010.SH,20170307,20170306,111.516,1.128,,,112.863,0
511010.SH,20170308,20170307,111.49,1.128,,,112.8367,0
511010.SH,20170309,20170308,111.357,1.126,,,112.7021,0
511010.SH,20170310,20170309,111.283,1.126,,,112.6272,0
511010.SH,20170311,20170310,111.096,1.124,,,112.4379,0
511010.SH,20170314,20170313,111.235,1.125,,,112.5786,0
511010.SH,20170315,20170314,111.283,1.126,,,112.6272,0
511010.SH,20170316,20170315,111.289,1.126,,,112.6333,0
511010.SH,20170317,20170316,111.356,1.126,,,112.7011,0
511010.SH,20170318,20170317,111.315,1.126,,,112.6596,0
511010.SH,20170321,20170320,111.313,1.126,,,112.6575,0
511010.SH,20170322,20170321,111.197,1.125,,,112.5401,0
511010.SH,20170323,20170322,111.131,1.124,,,112.4734,0
511010.SH,20170324,20170323,111.094,1.124,,,112.4359,0
511010.SH,20170325,20170324,111.229,1.125,,,112.5725,0
511010.SH,20170328,20170327,111.342,1.126,,,112.6869,0
511010.SH,20170329,20170328,111.382,1.127,,,112.7274,0
511010.SH,20170330,20170329,111.387,1.127,,,112.7324,0
511010.SH,20170331,20170330,111.388,1.127,,,112.7335,0
511010.SH,20170422,20170331,111.404,1.127,,426264748.3,112.7496,0
511010.SH,20170406,20170405,111.42,1.127,,,112.7658,0
511010.SH,20170407,20170406,111.363,1.126,,,112.7082,0
511010.SH,20170408,20170407,111.441,1.127,,,112.7871,0
511010.SH,20170411,20170410,111.397,1.127,,,112.7426,0
511010.SH,20170412,20170411,111.348,1.126,,,112.693,0
511010.SH,20170413,20170412,111.252,1.125,,,112.5958,0
511010.SH,20170414,20170413,111.271,1.126,,,112.615,0
511010.SH,20170415,20170414,111.202,1.125,,,112.5452,0
511010.SH,20170418,20170417,110.991,1.123,,,112.3317,0
511010.SH,20170419,20170418,110.877,1.122,,,112.2163,0
511010.SH,20170420,20170419,110.85,1.121,,,112.189,0
511010.SH,20170421,20170420,110.843,1.121,,,112.1819,0
511010.SH,20170422,20170421,110.711,1.12,,,112.0483,0
511010.SH,20170425,20170424,110.555,1.118,,,111.8904,0
511010.SH,20170426,20170425,110.648,1.119,,,111.9845,0
511010.SH,20170427,20170426,110.565,1.118,,,111.9005,0
511010.SH,20170428,20170427,110.61,1.119,,,111.9461,0
511010.SH,20170429,20170428,110.6,1.119,,,111.9359,0
511010.SH,20170503,20170502,110.453,1.117,,,111.7872,0
511010.SH,20170504,20170503,110.295,1.116,,,111.6273,0
511010.SH,20170505,20170504,110.059,1.113,,,111.3884,0
511010.SH,20170506,20170505,110.016,1.113,,,111.3449,0
511010.SH,20170509,20170508,109.79,1.111,,,111.1162,0
511010.SH,20170510,20170509,109.615,1.109,,,110.939,0
511010.SH,20170511,20170510,109.285,1.106,,,110.6051,0
511010.SH,20170512,20170511,109.415,1.107,,,110.7366,0
511010.SH,20170513,20170512,109.301,1.106,,,110.6212,0
511010.SH,20170516,20170515,109.465,1.107,,,110.7872,0
511010.SH,20170517,20170516,109.407,1.107,,,110.7285,0
511010.SH,20170518,20170517,109.23,1.105,,,110.5494,0
511010.SH,20170519,20170518,109.358,1.106,,,110.6789,0
511010.SH,20170520,20170519,109.23,1.105,,,110.5494,0
511010.SH,20170523,20170522,109.11,1.104,,,110.4279,0
511010.SH,20170524,20170523,109.18,1.105,,,110.4988,0
511010.SH,20170525,20170524,109.356,1.106,,,110.6769,0
511010.SH,20170526,20170525,109.44,1.107,,,110.7619,0
511010.SH,20170527,20170526,109.383,1.107,,,110.7042,0
511010.SH,20170601,20170531,109.746,1.11,,,111.0716,0
511010.SH,20170602,20170601,109.767,1.11,,,111.0929,0
511010.SH,20170603,20170602,109.662,1.109,,,110.9866,0
511010.SH,20170606,20170605,109.7,1.11,,,111.0251,0
511010.SH,20170607,20170606,109.59,1.109,,,110.9137,0
511010.SH,20170608,20170607,109.524,1.108,,,110.8469,0
511010.SH,20170609,20170608,109.411,1.107,,,110.7326,0
511010.SH,20170610,20170609,109.465,1.107,,,110.7872,0
511010.SH,20170613,20170612,109.682,1.11,,,111.0068,0
511010.SH,20170614,20170613,109.677,1.11,,,111.0018,0
511010.SH,20170615,20170614,109.723,1.11,,,111.0483,0
511010.SH,20170616,20170615,109.774,1.111,,,111.1,0
511010.SH,20170617,20170616,109.703,1.11,,,111.0281,0
511010.SH,20170620,20170619,110.058,1.113,,,111.3874,0
511010.SH,20170621,20170620,110.086,1.114,,,111.4157,0
511010.SH,20170622,20170621,109.922,1.112,,,111.2497,0
511010.SH,20170623,20170622,109.813,1.111,,,111.1394,0
511010.SH,20170624,20170623,109.925,1.112,,,111.2528,0
511010.SH,20170627,20170626,110.122,1.114,,,111.4522,0
511010.SH,20170628,20170627,110.097,1.114,,,111.4269,0
511010.SH,20170629,20170628,110.09,1.114,,,111.4198,0
511010.SH,20170630,20170629,110.157,1.114,,,111.4876,0
511010.SH,20170701,20170630,110.122,1.114,,425762766.93,111.4522,0
511010.SH,20170704,20170703,110.066,1.113,,,111.3955,0
511010.SH,20170705,20170704,110.089,1.114,,,111.4188,0
511010.SH,20170706,20170705,110.196,1.115,,,111.5271,0
511010.SH,20170707,20170706,110.293,1.116,,,111.6252,0
511010.SH,20170708,20170707,110.294,1.116,,,111.6262,0
511010.SH,20170711,20170710,110.261,1.115,,,111.5928,0
511010.SH,20170712,20170711,110.238,1.115,,,111.5696,0
511010.SH,20170713,20170712,110.24,1.115,,,111.5716,0
511010.SH,20170714,20170713,110.265,1.115,,,111.5969,0
511010.SH,20170715,20170714,110.264,1.115,,,111.5959,0
511010.SH,20170718,20170717,110.338,1.116,,,111.6708,0
511010.SH,20170719,20170718,110.177,1.115,,,111.5078,0
511010.SH,20170720,20170719,110.195,1.115,,,111.526,0
511010.SH,20170721,20170720,110.251,1.115,,,111.5827,0
511010.SH,20170722,20170721,110.259,1.115,,,111.5908,0
511010.SH,20170725,20170724,110.293,1.116,,,111.6252,0
511010.SH,20170726,20170725,110.244,1.115,,,111.5756,0
511010.SH,20170727,20170726,110.151,1.114,,,111.4815,0
511010.SH,20170728,20170727,110.142,1.114,,,111.4724,0
511010.SH,20170729,20170728,110.155,1.114,,,111.4856,0
511010.SH,20170801,20170731,110.124,1.114,,,111.4542,0
511010.SH,20170802,20170801,110.11,1.114,,,111.44,0
511010.SH,20170803,20170802,110.17,1.115,,,111.5007,0
511010.SH,20170804,20170803,110.166,1.114,,,111.4967,0
511010.SH,20170805,20170804,110.185,1.115,,,111.5159,0
511010.SH,20170808,20170807,110.125,1.114,,,111.4552,0
511010.SH,20170809,20170808,110.074,1.114,,,111.4036,0
511010.SH,20170810,20170809,110.021,1.113,,,111.3499,0
511010.SH,20170811,20170810,110.077,1.114,,,111.4066,0
511010.SH,20170812,20170811,110.182,1.115,,,111.5129,0
511010.SH,20170815,20170814,110.273,1.116,,,111.605,0
511010.SH,20170816,20170815,110.281,1.116,,,111.6131,0
511010.SH,20170817,20170816,110.233,1.115,,,111.5645,0
511010.SH,20170818,20170817,110.217,1.115,,,111.5483,0
511010.SH,20170819,20170818,110.226,1.115,,,111.5574,0
511010.SH,20170822,20170821,110.207,1.115,,,111.5382,0
511010.SH,20170823,20170822,110.157,1.114,,,111.4876,0
511010.SH,20170824,20170823,110.198,1.115,,,111.5291,0
511010.SH,20170825,20170824,110.105,1.114,,,111.435,0
511010.SH,20170826,20170825,110.098,1.114,,,111.4279,0
511010.SH,20170829,20170828,110.002,1.113,,,111.3307,0
511010.SH,20170830,20170829,110.064,1.113,,,111.3935,0
511010.SH,20170831,20170830,110.074,1.114,,,111.4036,0
511010.SH,20170901,20170831,110.122,1.114,,,111.4522,0
511010.SH,20170902,20170901,110.121,1.114,,,111.4512,0
511010.SH,20170905,20170904,110.127,1.114,,,111.4572,0
511010.SH,20170906,20170905,110.088,1.114,,,111.4178,0
511010.SH,20170907,20170906,110.112,1.114,,,111.442,0
511010.SH,20170908,20170907,110.215,1.115,,,111.5463,0
511010.SH,20170909,20170908,110.333,1.116,,,111.6657,0
511010.SH,20170912,20170911,110.292,1.116,,,111.6242,0
511010.SH,20170913,20170912,110.28,1.116,,,111.6121,0
511010.SH,20170914,20170913,110.152,1.114,,,111.4825,0
511010.SH,20170915,20170914,110.246,1.115,,,111.5777,0
511010.SH,20170916,20170915,110.27,1.116,,,111.602,0
511010.SH,20170919,20170918,110.184,1.115,,,111.5149,0
511010.SH,20170920,20170919,110.204,1.115,,,111.5352,0
511010.SH,20170921,20170920,110.156,1.114,,,111.4866,0
511010.SH,20170922,20170921,110.093,1.114,,,111.4228,0
511010.SH,20170923,20170922,110.202,1.115,,,111.5331,0
511010.SH,20170926,20170925,110.309,1.116,,,111.6414,0
511010.SH,20170927,20170926,110.263,1.115,,,111.5949,0
511010.SH,20170928,20170927,110.271,1.116,,,111.603,0
511010.SH,20170929,20170928,110.332,1.116,,,111.6647,0
511010.SH,20170930,20170929,110.371,1.117,,,111.7042,0
511010.SH,20171027,20170930,110.326,1.116,,342703945.22,111.6586,0
511010.SH,20171010,20171009,110.319,1.116,,,111.6515,0
511010.SH,20171011,20171010,110.311,1.116,,,111.6434,0
511010.SH,20171012,20171011,110.31,1.116,,,111.6424,0
511010.SH,20171013,20171012,110.202,1.115,,,111.5331,0
511010.SH,20171014,20171013,110.225,1.115,,,111.5564,0
511010.SH,20171017,20171016,110.047,1.113,,,111.3763,0
511010.SH,20171018,20171017,109.88,1.112,,,111.2072,0
511010.SH,20171019,20171018,109.933,1.112,,,111.2609,0
511010.SH,20171020,20171019,110.015,1.113,,,111.3439,0
511010.SH,20171021,20171020,110.044,1.113,,,111.3732,0
511010.SH,20171024,20171023,110.05,1.113,,,111.3793,0
511010.SH,20171025,20171024,110.032,1.113,,,111.3611,0
511010.SH,20171026,20171025,109.834,1.111,,,111.1607,0
511010.SH,20171027,20171026,109.841,1.111,,,111.1678,0
511010.SH,20171028,20171027,109.641,1.109,,,110.9654,0
511010.SH,20171031,20171030,109.293,1.106,,,110.6132,0
511010.SH,20171101,20171031,109.385,1.107,,,110.7063,0
511010.SH,20171102,20171101,109.556,1.108,,,110.8793,0
511010.SH,20171103,20171102,109.451,1.107,,,110.7731,0
511010.SH,20171104,20171103,109.433,1.107,,,110.7548,0
511010.SH,20171107,20171106,109.454,1.107,,,110.7761,0
511010.SH,20171108,20171107,109.37,1.107,,,110.6911,0
511010.SH,20171109,20171108,109.453,1.107,,,110.7751,0
511010.SH,20171110,20171109,109.46,1.107,,,110.7822,0
511010.SH,20171111,20171110,109.44,1.107,,,110.7619,0
511010.SH,20171114,20171113,109.285,1.106,,,110.6051,0
511010.SH,20171115,20171114,109.261,1.105,,,110.5808,0
511010.SH,20171116,20171115,109.364,1.106,,,110.685,0
511010.SH,20171117,20171116,109.51,1.108,,,110.8328,0
511010.SH,20171118,20171117,109.51,1.108,,,110.8328,0
511010.SH,20171121,20171120,109.487,1.108,,,110.8095,0
511010.SH,20171122,20171121,109.455,1.107,,,110.7771,0
511010.SH,20171123,20171122,109.334,1.106,,,110.6546,0
511010.SH,20171124,20171123,109.352,1.106,,,110.6729,0
511010.SH,20171125,20171124,109.439,1.107,,,110.7609,0
511010.SH,20171128,20171127,109.536,1.108,,,110.8591,0
511010.SH,20171129,20171128,109.539,1.108,,,110.8621,0
511010.SH,20171130,20171129,109.617,1.109,,,110.9411,0
511010.SH,20171201,20171130,109.691,1.11,,,111.016,0
511010.SH,20171202,20171201,109.796,1.111,,,111.1222,0
511010.SH,20171205,20171204,109.84,1.111,,,111.1668,0
511010.SH,20171206,20171205,109.878,1.112,,,111.2052,0
511010.SH,20171207,20171206,109.879,1.112,,,111.2062,0
511010.SH,20171208,20171207,109.817,1.111,,,111.1435,0
511010.SH,20171209,20171208,109.807,1.111,,,111.1334,0
511010.SH,20171212,20171211,109.709,1.11,,,111.0342,0
511010.SH,20171213,20171212,109.665,1.109,,,110.9896,0
511010.SH,20171214,20171213,109.672,1.11,,,110.9967,0
511010.SH,20171215,20171214,109.73,1.11,,,111.0554,0
511010.SH,20171216,20171215,109.837,1.111,,,111.1637,0
511010.SH,20171219,20171218,109.927,1.112,,,111.2548,0
511010.SH,20171220,20171219,109.945,1.112,,,111.273,0
511010.SH,20171221,20171220,109.879,1.112,,,111.2062,0
511010.SH,20171222,20171221,109.876,1.112,,,111.2032,0
511010.SH,20171223,20171222,109.907,1.112,,,111.2346,0
511010.SH,20171226,20171225,109.957,1.112,,,111.2852,0
511010.SH,20171227,20171226,109.862,1.111,,,111.189,0
511010.SH,20171228,20171227,109.847,1.111,,,111.1738,0
511010.SH,20171229,20171228,109.888,1.112,,,111.2153,0
511010.SH,20171230,20171229,109.935,1.112,,,111.2629,0
511010.SH,20180101,20171231,109.962,1.112,,249206426.66,111.2902,0
511010.SH,20180103,20180102,109.952,1.112,,,111.2801,0
511010.SH,20180104,20180103,109.941,1.112,,,111.269,0
511010.SH,20180105,20180104,109.841,1.111,,,111.1678,0
511010.SH,20180106,20180105,109.978,1.113,,,111.3064,0
511010.SH,20180109,20180108,110.125,1.114,,,111.4552,0
511010.SH,20180110,20180109,110.177,1.115,,,111.5078,0
511010.SH,20180111,20180110,110.123,1.114,,,111.4532,0
511010.SH,20180112,20180111,109.95,1.112,,,111.2781,0
511010.SH,20180113,20180112,109.952,1.112,,,111.2801,0
511010.SH,20180116,20180115,109.918,1.112,,,111.2457,0
511010.SH,20180117,20180116,109.938,1.112,,,111.2659,0
511010.SH,20180118,20180117,109.852,1.111,,,111.1789,0
511010.SH,20180119,20180118,109.841,1.111,,,111.1678,0
511010.SH,20180120,20180119,109.946,1.112,,,111.274,0
511010.SH,20180123,20180122,110.078,1.114,,,111.4076,0
511010.SH,20180124,20180123,110.138,1.114,,,111.4684,0
511010.SH,20180125,20180124,110.2,1.115,,,111.5311,0
511010.SH,20180126,20180125,110.18,1.115,,,111.5109,0
511010.SH,20180127,20180126,110.261,1.115,,,111.5928,0
511010.SH,20180130,20180129,110.214,1.115,,,111.5453,0
511010.SH,20180131,20180130,110.152,1.114,,,111.4825,0
511010.SH,20180201,20180131,110.225,1.115,,,111.5564,0
511010.SH,20180202,20180201,110.218,1.115,,,111.5493,0
511010.SH,20180203,20180202,110.2,1.115,,,111.5311,0
511010.SH,20180206,20180205,110.187,1.115,,,111.5179,0
511010.SH,20180207,20180206,110.262,1.115,,,111.5939,0
511010.SH,20180208,20180207,110.297,1.116,,,111.6293,0
511010.SH,20180209,20180208,110.279,1.116,,,111.6111,0
511010.SH,20180210,20180209,110.348,1.116,,,111.6809,0
511010.SH,20180213,20180212,110.423,1.117,,,111.7568,0
511010.SH,20180214,20180213,110.419,1.117,,,111.7528,0
511010.SH,20180215,20180214,110.419,1.117,,,111.7528,0
511010.SH,20180223,20180222,110.478,1.118,,,111.8125,0
511010.SH,20180224,20180223,110.505,1.118,,,111.8398,0
511010.SH,20180227,20180226,110.707,1.12,,,112.0442,0
511010.SH,20180228,20180227,110.815,1.121,,,112.1535,0
511010.SH,20180301,20180228,110.892,1.122,,,112.2315,0
511010.SH,20180302,20180301,110.883,1.122,,,112.2224,0
511010.SH,20180303,20180302,110.888,1.122,,,112.2274,0
511010.SH,20180306,20180305,110.863,1.121,,,112.2021,0
511010.SH,20180307,20180306,110.814,1.121,,,112.1525,0
511010.SH,20180308,20180307,110.881,1.122,,,112.2203,0
511010.SH,20180309,20180308,110.922,1.122,,,112.2618,0
511010.SH,20180310,20180309,111.003,1.123,,,112.3438,0
511010.SH,20180313,20180312,111.046,1.123,,,112.3873,0
511010.SH,20180314,20180313,111.004,1.123,,,112.3448,0
511010.SH,20180315,20180314,111.031,1.123,,,112.3721,0
511010.SH,20180316,20180315,111.023,1.123,,,112.364,0
511010.SH,20180317,20180316,111.023,1.123,,,112.364,0
511010.SH,20180320,20180319,111.045,1.123,,,112.3863,0
511010.SH,20180321,20180320,111.082,1.124,,,112.4238,0
511010.SH,20180322,20180321,111.103,1.124,,,112.445,0
511010.SH,20180323,20180322,111.164,1.124,,,112.5067,0
511010.SH,20180324,20180323,111.298,1.126,,,112.6424,0
511010.SH,20180327,20180326,111.29,1.126,,,112.6343,0
511010.SH,20180328,20180327,111.214,1.125,,,112.5574,0
511010.SH,20180329,20180328,111.2,1.125,,,112.5432,0
511010.SH,20180330,20180329,111.201,1.125,,,112.5442,0
511010.SH,20180331,20180330,111.198,1.125,,,112.5412,0
511010.SH,20180420,20180331,111.205,1.132,,204204759.58,112.5482,0
511010.SH,20180403,20180402,111.309,1.126,,,112.6535,0
511010.SH,20180404,20180403,111.348,1.126,,,112.693,0
511010.SH,20180405,20180404,111.407,1.127,,,112.7527,0
511010.SH,20180410,20180409,111.653,1.129,,,113.0017,0
511010.SH,20180411,20180410,111.707,1.13,,,113.0563,0
511010.SH,20180412,20180411,111.759,1.13,,,113.1089,0
511010.SH,20180413,20180412,111.861,1.131,,,113.2122,0
511010.SH,20180414,20180413,112.031,1.133,,,113.3842,0
511010.SH,20180417,20180416,112.019,1.133,,,113.3721,0
511010.SH,20180418,20180417,112.154,1.134,,,113.5087,0
511010.SH,20180419,20180418,112.644,1.139,,,114.0046,0
511010.SH,20180420,20180419,112.551,1.138,,,113.9105,0
511010.SH,20180421,20180420,112.639,1.139,,,113.9996,0
511010.SH,20180424,20180423,112.579,1.139,,,113.9388,0
511010.SH,20180425,20180424,112.605,1.139,,,113.9652,0
511010.SH,20180426,20180425,112.645,1.139,,,114.0056,0
511010.SH,20180427,20180426,112.596,1.139,,,113.956,0
511010.SH,20180428,20180427,112.552,1.138,,,113.9115,0
511010.SH,20180503,20180502,112.497,1.138,,,113.8559,0
511010.SH,20180504,20180503,112.613,1.139,,,113.9733,0
511010.SH,20180505,20180504,112.619,1.139,,,113.9793,0
511010.SH,20180508,20180507,112.572,1.139,,,113.9318,0
511010.SH,20180509,20180508,112.499,1.138,,,113.8579,0
511010.SH,20180510,20180509,112.405,1.137,,,113.7627,0
511010.SH,20180511,20180510,112.474,1.138,,,113.8326,0
511010.SH,20180512,20180511,112.556,1.138,,,113.9156,0
511010.SH,20180515,20180514,112.513,1.138,,,113.872,0
511010.SH,20180516,20180515,112.491,1.138,,,113.8498,0
511010.SH,20180517,20180516,112.449,1.137,,,113.8073,0
511010.SH,20180518,20180517,112.404,1.137,,,113.7617,0
511010.SH,20180519,20180518,112.388,1.137,,,113.7455,0
511010.SH,20180522,20180521,112.44,1.137,,,113.7982,0
511010.SH,20180523,20180522,112.505,1.138,,,113.8639,0
511010.SH,20180524,20180523,112.504,1.138,,,113.8629,0
511010.SH,20180525,20180524,112.478,1.138,,,113.8366,0
511010.SH,20180526,20180525,112.534,1.138,,,113.8933,0
511010.SH,20180529,20180528,112.512,1.138,,,113.871,0
511010.SH,20180530,20180529,112.503,1.138,,,113.8619,0
511010.SH,20180531,20180530,112.516,1.138,,,113.8751,0
511010.SH,20180601,20180531,112.473,1.138,,,113.8316,0
511010.SH,20180602,20180601,112.358,1.136,,,113.7152,0
511010.SH,20180605,20180604,112.377,1.137,,,113.7344,0
511010.SH,20180606,20180605,112.339,1.136,,,113.6959,0
511010.SH,20180607,20180606,112.283,1.136,,,113.6393,0
511010.SH,20180608,20180607,112.283,1.136,,,113.6393,0
511010.SH,20180609,20180608,112.426,1.137,,,113.784,0
511010.SH,20180612,20180611,112.4,1.137,,,113.7577,0
511010.SH,20180613,20180612,112.265,1.135,,,113.621,0
511010.SH,20180614,20180613,112.326,1.136,,,113.6828,0
511010.SH,20180615,20180614,112.41,1.137,,,113.7678,0
511010.SH,20180616,20180615,112.467,1.137,,,113.8255,0
511010.SH,20180620,20180619,112.572,1.139,,,113.9318,0
